1,566,306,95,229,0
2,568,306,95,230,0
3,570,306,95,232,0
4,572,307,95,232,0
5,574,307,95,234,0
6,576,308,95,234,0
7,578,308,95,236,0
8,580,308,95,237,0
9,582,309,95,238,0
10,584,309,95,239,0
11,587,310,94,240,0
12,589,310,94,241,0
13,591,311,94,242,0
14,593,311,94,243,0
15,595,311,94,245,0
16,597,312,94,245,0
17,599,312,94,247,0
18,601,313,94,247,0
19,603,313,94,249,0
20,606,314,94,250,0
21,606,314,94,250,0
22,607,314,94,250,0
23,608,314,94,250,0
24,609,315,94,249,0
25,610,315,94,249,0
26,611,315,93,249,0
27,612,316,93,248,0
28,613,316,93,248,0
29,614,316,93,248,0
30,615,317,93,247,0
31,615,317,93,248,0
32,615,317,94,249,0
33,615,317,94,250,0
34,615,317,95,251,0
35,615,317,95,252,0
36,615,317,96,253,0
37,615,317,96,254,0
38,615,317,97,255,0
39,615,317,97,256,0
40,615,317,98,257,0
41,615,317,98,258,0
42,615,317,99,259,0
43,615,317,99,260,0
44,615,317,100,261,0
45,615,317,100,262,0
46,616,318,100,263,0
47,615,317,100,263,0
48,614,317,100,263,0
49,613,317,100,263,0
50,613,317,100,263,0
51,612,317,100,263,0
52,611,316,100,263,0
53,610,316,100,263,0
54,610,316,100,263,0
55,609,316,100,263,0
56,608,316,100,263,0
57,607,315,100,263,0
58,607,315,100,263,0
59,606,315,100,263,0
60,605,315,100,263,0
61,604,315,100,263,0
62,604,315,100,263,0
63,603,313,100,262,0
64,603,311,99,261,0
65,602,309,99,261,0
66,602,307,99,260,0
67,602,305,98,259,0
68,601,303,98,259,0
69,601,302,98,257,0
70,601,300,97,256,0
71,600,298,97,256,0
72,600,296,97,255,0
73,600,294,96,254,0
74,599,292,96,254,0
75,599,290,95,253,0
76,599,289,95,251,0
77,598,287,95,251,0
78,598,285,94,250,0
79,598,283,94,249,0
80,597,281,94,249,0
81,597,279,93,248,0
82,597,278,93,247,0
83,597,276,92,247,0
84,597,275,92,246,0
85,597,274,92,246,0
86,597,273,92,245,0
87,597,272,92,245,0
88,597,271,92,244,0
89,597,270,91,244,0
90,597,269,91,243,0
91,597,268,91,243,0
92,597,267,91,242,0
93,597,266,91,242,0
94,597,265,91,241,0
95,597,264,90,241,0
96,597,263,90,240,0
97,597,262,90,240,0
98,597,261,90,239,0
99,597,260,90,239,0
100,597,259,90,238,0
101,598,258,89,238,0
102,598,258,89,237,0
103,598,259,89,236,0
104,599,259,88,236,0
105,599,260,88,235,0
106,600,261,87,234,0
107,600,261,87,234,0
108,600,262,87,233,0
109,601,262,86,233,0
110,601,263,86,231,0
111,602,264,85,230,0
112,602,264,85,230,0
113,603,265,84,229,0
114,603,266,85,228,0
115,603,266,85,228,0
116,604,267,84,227,0
117,604,267,84,227,0
118,605,268,83,226,0
119,605,269,83,224,0
120,606,269,82,224,0
121,606,270,82,223,0
122,606,270,82,223,0
123,607,271,81,222,0
124,607,272,81,221,0
125,608,272,80,221,0
126,608,273,80,220,0
127,609,274,80,219,0
128,609,274,80,219,0
129,609,275,80,218,0
130,609,275,80,218,0
131,609,276,80,218,0
132,609,276,80,218,0
133,610,277,79,217,0
134,610,277,80,218,0
135,610,278,80,217,0
136,610,278,80,217,0
137,610,279,80,217,0
138,611,279,79,217,0
139,611,280,79,216,0
140,611,280,80,217,0
141,611,281,80,216,0
142,611,281,80,216,0
143,612,282,79,215,0
144,612,282,79,216,0
145,612,283,79,215,0
146,612,283,79,215,0
147,612,284,80,215,0
