1,302,214,132,430,0
2,302,216,132,428,0
3,302,219,132,425,0
4,302,221,133,424,0
5,303,224,132,421,0
6,303,227,133,418,0
7,303,229,133,417,0
8,303,232,134,414,0
9,304,234,133,413,0
10,304,237,134,410,0
11,304,240,134,407,0
12,304,242,135,406,0
13,305,245,134,403,0
14,305,247,135,402,0
15,305,250,135,399,0
16,305,253,136,396,0
17,306,255,135,395,0
18,306,258,136,392,0
19,306,260,136,391,0
20,306,263,137,388,0
21,307,266,136,385,0
22,307,268,137,384,0
23,307,271,137,381,0
24,308,274,137,379,0
25,307,274,137,378,0
26,306,274,137,378,0
27,305,274,137,377,0
28,304,274,138,377,0
29,304,274,137,377,0
30,303,274,137,376,0
31,302,275,138,375,0
32,301,275,138,375,0
33,301,275,137,374,0
34,300,275,138,374,0
35,299,275,138,374,0
36,298,275,138,373,0
37,298,276,138,372,0
38,297,276,138,372,0
39,296,276,138,371,0
40,295,276,138,371,0
41,294,276,139,371,0
42,294,276,138,370,0
43,293,276,138,370,0
44,292,277,139,369,0
45,291,277,139,368,0
46,291,277,138,368,0
47,290,277,139,368,0
48,289,277,139,367,0
49,288,277,139,367,0
50,288,278,139,366,0
51,289,278,138,365,0
52,290,278,138,364,0
53,291,279,138,363,0
54,292,279,138,362,0
55,293,280,138,361,0
56,294,280,138,360,0
57,295,281,138,359,0
58,296,281,137,358,0
59,297,282,137,356,0
60,299,282,136,356,0
61,300,283,136,354,0
62,301,283,136,354,0
63,302,284,136,352,0
64,303,284,136,352,0
65,304,284,136,351,0
66,305,285,135,349,0
67,306,285,135,349,0
68,307,286,135,347,0
69,308,286,135,347,0
70,310,287,134,345,0
71,311,287,134,345,0
72,312,288,134,343,0
73,313,288,134,343,0
74,314,289,133,341,0
75,315,289,133,340,0
76,316,290,133,339,0
77,317,290,133,338,0
78,318,290,133,338,0
79,319,291,133,336,0
80,321,291,132,336,0
81,322,292,132,334,0
82,323,292,131,333,0
83,324,293,131,332,0
84,325,293,131,331,0
85,326,294,131,330,0
86,327,294,131,329,0
87,328,295,131,328,0
88,329,295,131,327,0
89,331,296,130,326,0
90,332,295,130,325,0
91,334,295,129,323,0
92,336,295,128,322,0
93,337,294,128,321,0
94,339,294,127,319,0
95,341,294,126,318,0
96,343,294,125,316,0
97,344,293,125,315,0
98,346,293,124,314,0
99,348,293,123,312,0
100,350,293,122,311,0
101,351,292,122,310,0
102,353,292,121,308,0
103,355,292,120,307,0
104,357,292,119,305,0
105,358,291,119,304,0
106,360,291,118,303,0
107,362,291,117,301,0
108,364,291,116,300,0
109,365,290,116,299,0
110,367,290,115,297,0
111,369,290,114,296,0
112,371,290,113,294,0
113,372,289,113,293,0
114,374,289,112,292,0
115,376,289,111,290,0
116,378,289,110,289,0
117,379,286,110,290,0
118,381,284,109,291,0
119,383,281,108,292,0
120,385,279,108,293,0
121,387,277,107,293,0
122,389,274,106,295,0
123,391,272,105,295,0
124,393,270,105,296,0
125,394,267,105,297,0
126,396,265,104,298,0
127,398,262,103,299,0
128,400,260,103,300,0
129,402,258,102,300,0
130,404,255,101,302,0
131,406,253,100,302,0
